stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3508,,Linee Venezia,,45.217335,12.284477,,,,,,
3510,,Chioggia - Vaporetto,,45.223473,12.280875,,,,,,
3511,,Capolinea,,45.215195,12.276958,,,,,,
3528,,Scuole,,45.394653,12.065623,,,,,,
3530,,Al Fogher,,45.397427,12.079909,,,,,,
3539,,Istituto Professionale,,45.435257,12.123081,,,,,,
3553,,Centro Commerciale Polo,,45.513809,12.202925,,,,,,
3554,,Centro Commerciale Polo,,45.515583,12.204722,,,,,,
3556,,Civico 60,,45.586311,12.323899,,,,,,
3558,,Civico 77,,45.582218,12.320978,,,,,,
3560,,Civico 26,,45.582474,12.314869,,,,,,
3563,,Polizia Municipale,,45.219624,12.279145,,,,,,
3564,,Mogliano,,45.559334,12.234553,,,,,,
3566,,Distributore,,45.569149,12.113660,,,,,,
3567,,Distributore,,45.569187,12.113252,,,,,,
3568,,Incr. v.Carrer,,45.485264,12.264924,,,,,,
3569,,bivio Correzzola,,45.234070,12.023317,,,,,,
3572,,Localita' Bruso,,45.183628,12.085355,,,,,,
3573,,Localita' Bruso,,45.181934,12.085074,,,,,,
3574,,P.le Foscari - Capolinea,,45.491142,12.269146,,,,,,
2323,,bivio Noventa,,45.423409,11.941845,,,,,,
2324,,bivio Noventa,,45.423271,11.941933,,,,,,
2325,,Incr. via del Santo,,45.420361,11.933455,,,,,,
2326,,Incr. via del Santo,,45.420010,11.933550,,,,,,
2327,,Localita' S. Lazzaro,,45.417446,11.924695,,,,,,
2328,,Localita' S. Lazzaro,,45.415257,11.919618,,,,,,
2333,,Localita' Stanga,,45.409782,11.899809,,,,,,
2335,,Incr. via Parise,,45.434170,12.074752,,,,,,
2336,,Incr. via Parise,,45.434555,12.074988,,,,,,
2337,,Dolo Municipio,,45.426273,12.074677,,,,,,
2338,,Dolo Municipio,,45.425991,12.074502,,,,,,
2339,,Cazzago,,45.439095,12.074393,,,,,,
2340,,Cazzago,,45.439503,12.074052,,,,,,
2341,,Centro Anziani,,45.544022,12.157350,,,,,,
2342,,Cazzago,,45.439632,12.073278,,,,,,
2343,,Incr. via Venezia,,45.569508,12.114352,,,,,,
2344,,Incr. via Venezia,,45.569901,12.115216,,,,,,
2345,,Civico 147,,45.439899,12.063660,,,,,,
2346,,Civico 147,,45.440037,12.063510,,,,,,
2347,,Civico 105,,45.440174,12.056026,,,,,,
2348,,Civico 105,,45.440037,12.055861,,,,,,
2349,,Arino Centro,,45.438850,12.049445,,,,,,
2350,,Arino Centro,,45.438980,12.049426,,,,,,
2351,,Civico 203,,45.453110,12.047221,,,,,,
2352,,Civico 203,,45.452881,12.047229,,,,,,
2353,,Civico 165,,45.454540,12.038601,,,,,,
2354,,Civico 165,,45.454746,12.038576,,,,,,
2355,,Pianiga Centro,,45.456375,12.030178,,,,,,
2356,,Pianiga Centro,,45.455990,12.030021,,,,,,
2357,,Incr. via Rivale,,45.456970,12.021329,,,,,,
2358,,Incr. via Roma,,45.457039,12.021542,,,,,,
2359,,Incr. via Bosco,,45.456036,12.012636,,,,,,
2360,,Incr. via Bosco,,45.456173,12.012517,,,,,,
2361,,Rivale Chiesa,,45.457279,12.006639,,,,,,
2362,,Rivale Chiesa,,45.457153,12.006528,,,,,,
2363,,Mellaredo - Capolinea,,45.459576,11.993154,,,,,,
2364,,Incr. via Accope'-Fratte,,45.461864,12.052288,,,,,,
2365,,Incr. via Accope'-Fratte,,45.462029,12.052318,,,,,,
2366,,Incr. via Di Vittorio,,45.436424,12.147483,,,,,,
2367,,Mira Scuole Civ.16,,45.435265,12.141922,,,,,,
2368,,Civico 35,,45.432892,12.141052,,,,,,
2370,,Incr. via Stazione,,45.458889,12.072989,,,,,,
2096,,Incr.v.Vallonga - Manzoni,,45.270756,12.073859,,,,,,
2097,,Scuola,,45.268108,12.102478,,,,,,
2098,,Scuola,,45.267685,12.102572,,,,,,
2099,,Rosara - Capolinea,,45.289772,12.098502,,,,,,
2100,,via Arzaron,,45.302933,12.090961,,,,,,
2101,,Ponte Corte,,45.312546,12.077592,,,,,,
2102,,Corte Centro,,45.308800,12.074002,,,,,,
2103,,Corte Centro,,45.309120,12.073676,,,,,,
2104,,via Provinciale,,45.303802,12.056401,,,,,,
2105,,Piove di Sacco,,45.298286,12.034706,,,,,,
2109,,Ospedale Piove,,45.292198,12.032159,,,,,,
2110,,Borgorossi,,45.287338,12.030335,,,,,,
2111,,Borgorossi,,45.287163,12.030002,,,,,,
2112,,Ospedale Piove,,45.292305,12.031986,,,,,,
2114,,Piove di Sacco,,45.298344,12.035042,,,,,,
2115,,via Arzaron,,45.302803,12.090602,,,,,,
2116,,Ponte Corte,,45.312511,12.077218,,,,,,
2117,,via Provinciale,,45.303497,12.056515,,,,,,
2118,,altezza civico 105,,45.303917,12.038516,,,,,,
2119,,Supermercato Europa,,45.303883,12.038686,,,,,,
2120,,bivio Campolongo,,45.315556,12.037087,,,,,,
2121,,bivio Campolongo,,45.315472,12.037034,,,,,,
2122,,bivio Callegaro,,45.315624,12.038021,,,,,,
2123,,bivio Callegaro,,45.315617,12.038136,,,,,,
2124,,Chiesa Campolongo,,45.323551,12.044011,,,,,,
2125,,Chiesa Campolongo,,45.323318,12.043747,,,,,,
2130,,Localita' Sampieri,,45.322762,12.076671,,,,,,
2131,,Localita' Sampieri,,45.322609,12.076985,,,,,,
2132,,Bojon Ferrovia,,45.336967,12.082616,,,,,,
2133,,Bojon Ferrovia,,45.337135,12.082285,,,,,,
2134,,Bojon Centro,,45.338020,12.069496,,,,,,
2135,,Bojon Centro,,45.338329,12.068984,,,,,,
2136,,Civico 291,,45.338772,12.061026,,,,,,
2137,,Civico 291,,45.338482,12.061383,,,,,,
2138,,Municipio Campolongo,,45.331409,12.048442,,,,,,
2139,,Municipio Campolongo,,45.331402,12.048707,,,,,,
2140,,Civico 38,,45.335896,12.039636,,,,,,
2141,,Civico 17,,45.335926,12.039308,,,,,,
3579,,Mira Lanza,,45.433975,12.132117,,,,,,
3580,,Mira Lanza  (ponte),,45.433910,12.132208,,,,,,
3583,,Uffici ASL,,45.511131,12.229644,,,,,,
3588,,Mestre FS,,45.482250,12.233928,,,,,,
3595,,Civico 28 Scuole,,45.542831,12.156868,,,,,,
3596,,Civico 39 - Scuole,,45.542606,12.157611,,,,,,
3604,,Ex Zuccherificio,,45.141514,12.085921,,,,,,
3606,,Borgo San Giovanni Park,,45.207527,12.275680,,,,,,
3607,,Corte - Capolinea,,45.310081,12.074160,,,,,,
3608,,Corte fronte Capolinea,,45.310020,12.074274,,,,,,
3610,,Incr. via Pellico,,45.516895,12.188859,,,,,,
3611,,Incr. via Pellico,,45.516739,12.188991,,,,,,
3612,,Incr. via Pleiadi,,45.515347,12.198830,,,,,,
3613,,Incr. via Pleiadi,,45.514793,12.199503,,,,,,
3614,,Incr. via Selvanese,,45.507008,12.205826,,,,,,
3615,,Incr. via Selvanese,,45.507057,12.206266,,,,,,
3616,,Incr. via Colombo,,45.395367,12.002991,,,,,,
3617,,Incr. via Alfieri,,45.395687,12.003523,,,,,,
3621,,Civico 33 (Parco),,45.502422,12.260678,,,,,,
3623,,Carabinieri,,45.573689,12.106846,,,,,,
3624,,AEROPORTO M.POLO,,45.504532,12.339361,,,,,,
3625,,AEROPORTO M.POLO,,45.504860,12.339336,,,,,,
3626,,AEROPORTO M.POLO,,45.505020,12.339317,,,,,,
3629,,Incr. via Vallenari,,45.499603,12.267010,,,,,,
3630,,Incr.via Vallenari,,45.499531,12.266780,,,,,,
3631,,Civico 4,,45.502235,12.255118,,,,,,
3647,,Ag. Delle Dogane,,45.468182,12.235816,,,,,,
3648,,Ag. Delle Dogane,,45.468193,12.236047,,,,,,
3650,,Cappella via Mezzaluna,,45.568119,12.154022,,,,,,
3651,,Cappella via Mezzaluna,,45.567970,12.154191,,,,,,
3653,,Incr. via Stoppani,,45.498562,12.268826,,,,,,
3655,,Fronte Civico 3,,45.494789,12.268137,,,,,,
3659,,Incr.via F.Bandiera,,45.476192,12.233685,,,,,,
3661,,Prima di Boscochiaro,,45.134308,12.121820,,,,,,
3662,,dopo Boscochiaro,,45.134151,12.121883,,,,,,
3663,,"Tratt. ""Da Bepi""",,45.128132,12.131423,,,,,,
3664,,"Tratt. ""Da Bepi""",,45.127972,12.131321,,,,,,
3666,,Capolinea Zerman,,45.579025,12.271363,,,,,,
3667,,Z.industriale,,45.582977,12.352371,,,,,,
4498,,Cantiere Navale,,45.289604,12.306430,,,,,,
4499,,Cantiere Navale,,45.289619,12.306330,,,,,,
4501,,Spiaggia MIlitare,,45.425167,12.387987,,,,,,
4502,,P.le Rava',,45.423527,12.385201,,,,,,
4503,,Cimitero,,45.424324,12.377388,,,,,,
4504,,Civico 1,,45.419327,12.380287,,,,,,
4505,,P.zza Pola,,45.417839,12.378988,,,,,,
4506,,P.zza Pola,,45.418018,12.379490,,,,,,
4507,,Stabilimento Zona A,,45.415440,12.376919,,,,,,
4508,,Stabilimento Zona A,,45.415520,12.377190,,,,,,
4509,,Incr. via Zara,,45.415642,12.373462,,,,,,
4510,,Incr. via Dardanelli,,45.415310,12.374130,,,,,,
4511,,Incr. via Negroponte,,45.416222,12.371525,,,,,,
4512,,Incr. via Lepanto,,45.416237,12.371035,,,,,,
4514,,Distributore,,45.419773,12.374946,,,,,,
4515,,Distributore,,45.420673,12.375587,,,,,,
4516,,Incr. via M. Polo,,45.422520,12.376697,,,,,,
4517,,Incr. via M. Polo,,45.422264,12.376378,,,,,,
4518,,Cimitero,,45.424397,12.377637,,,,,,
4520,,Aeroporto,,45.427120,12.381005,,,,,,
4521,,Chiesa di S.Nicolo',,45.428486,12.380375,,,,,,
4522,,Cimitero,,45.422874,12.382676,,,,,,
4523,,S. Nicolo',,45.430191,12.381992,,,,,,
4524,,SME 1,,45.417633,12.368542,,,,,,
4525,,SME 1,,45.417236,12.368139,,,,,,
4527,,Cimitero,,45.422798,12.382405,,,,,,
4528,,Incr. via Canal,,45.411804,12.366909,,,,,,
4529,,Incr. via Canal,,45.411369,12.366901,,,,,,
4530,,Incr. via Bembo,,45.409149,12.365871,,,,,,
4531,,Incr. via Bembo,,45.409649,12.366213,,,,,,
4532,,Pattinaggio,,45.405556,12.363879,,,,,,
4533,,via Morosini,,45.405663,12.364234,,,,,,
4534,,P.zza S. Antonio,,45.402821,12.361871,,,,,,
4535,,P.zza S. Antonio,,45.403084,12.362309,,,,,,
4536,,Incr. via Sansovino,,45.401276,12.360689,,,,,,
4537,,Incr. via Loredan,,45.401508,12.361128,,,,,,
4538,,Piazzale Torta,,45.399082,12.359012,,,,,,
4539,,Piazzale Torta,,45.399181,12.359373,,,,,,
2142,,Ristorante,,45.325523,12.026022,,,,,,
2143,,Ristorante,,45.325260,12.025873,,,,,,
2144,,Liettoli,,45.341938,12.022800,,,,,,
2145,,Liettoli,,45.341869,12.022511,,,,,,
2146,,Civico 68,,45.353333,12.029348,,,,,,
2147,,Civico 68,,45.353310,12.029253,,,,,,
2148,,Trentino e Chiusa,,45.357468,12.036114,,,,,,
2149,,Trentino e Chiusa,,45.357529,12.036069,,,,,,
2150,,Sandon,,45.363899,12.041694,,,,,,
2151,,Sandon,,45.363548,12.041225,,,,,,
2152,,Incr. via Pereri,,45.381836,12.048556,,,,,,
2153,,Incr. via Pereri,,45.381493,12.048288,,,,,,
2154,,Fosso' Centro,,45.385426,12.047618,,,,,,
2155,,Fosso' Centro,,45.386917,12.049405,,,,,,
2156,,Fosso' Chiesa,,45.385876,12.043658,,,,,,
2157,,Fosso' Chiesa,,45.386066,12.043875,,,,,,
2158,,Fosso' Centro,,45.385647,12.047450,,,,,,
2159,,Fosso' Centro,,45.386539,12.048965,,,,,,
2160,,Prima verso Fosso',,45.383537,12.035583,,,,,,
2161,,Terza verso Galta,,45.383778,12.035452,,,,,,
2162,,bivio Galta,,45.385536,12.024721,,,,,,
2163,,bivio Galta,,45.385670,12.024806,,,,,,
2164,,Galta,,45.391541,12.020727,,,,,,
2165,,Galta,,45.391720,12.022315,,,,,,
2170,,Vigonovo Comune,,45.385113,12.007987,,,,,,
2171,,Vigonovo Comune,,45.385204,12.006842,,,,,,
2172,,bivio Celeseo,,45.378815,12.002318,,,,,,
2173,,bivio Celeseo,,45.378853,12.002070,,,,,,
2178,,Civico 21,,45.342846,12.066495,,,,,,
2179,,Civico 21,,45.343086,12.065868,,,,,,
2180,,Civico 37,,45.349491,12.070999,,,,,,
2181,,Civico 37,,45.349892,12.070474,,,,,,
2182,,Rovine,,45.353195,12.073623,,,,,,
2183,,Rovine,,45.353180,12.073010,,,,,,
2184,,Civico 10,,45.356331,12.066175,,,,,,
2185,,Civico 10,,45.356663,12.066652,,,,,,
2186,,Bojon Ferrovia,,45.336987,12.080470,,,,,,
2187,,Bojon Ferrovia,,45.337124,12.080537,,,,,,
2188,,Localita' Vasi,,45.346371,12.087880,,,,,,
2189,,Localita' Vasi,,45.346344,12.087694,,,,,,
5,,Universita',,45.478153,12.253673,,,,,,
7,,Incr. via Ticozzi,,45.477299,12.250316,,,,,,
8,,A. C. I.,,45.479019,12.246115,,,,,,
9,,Imposte Dirette,,45.482002,12.236453,,,,,,
10,,"Condominio ""le Querce""",,45.484623,12.237791,,,,,,
11,,Incr. via Torino,,45.484413,12.241175,,,,,,
12,,Incr. via Milano,,45.487560,12.242879,,,,,,
13,,Incr. v.Mestrina,,45.490372,12.244611,,,,,,
16,,Capolinea Stra,,45.411140,12.005071,,,,,,
17,,Incr. via S. Chiara,,45.498684,12.231570,,,,,,
18,,Telecom,,45.490944,12.239929,,,,,,
24,,Incr. via Fagare',,45.483643,12.228148,,,,,,
25,,Incr. via Podgora,,45.487045,12.224774,,,,,,
26,,Incr. via Gazzera Alta,,45.489967,12.223633,,,,,,
27,,Incr.v.Cavalieri V.Veneto,,45.518951,12.191181,,,,,,
29,,Localita' Avanti,,45.484715,12.194215,,,,,,
30,,Incr. via Ivancich,,45.484898,12.197292,,,,,,
31,,Incr. via Pergine,,45.485004,12.203161,,,,,,
32,,Incr. via Piemonte,,45.485031,12.207926,,,,,,
33,,Incr. via Lazio,,45.485405,12.212161,,,,,,
34,,Incr. via Calucci,,45.485615,12.214992,,,,,,
35,,Incr. via Giustizia,,45.486336,12.221045,,,,,,
36,,Incr. via Monteverdi,,45.490688,12.226445,,,,,,
37,,Incr.v.Vivaldi,,45.492226,12.230203,,,,,,
38,,Incr.via Felisati,,45.491508,12.237906,,,,,,
39,,Incr. via E. de Amicis,,45.490971,12.235674,,,,,,
40,,P. tta 11 Febbraio,,45.487083,12.234321,,,,,,
41,,Incr. via Fiume,,45.488808,12.234866,,,,,,
42,,Edicola,,45.484779,12.233228,,,,,,
43,,Brendole - Capolinea,,45.499535,12.213480,,,,,,
44,,Incr. via Stignano,,45.499214,12.214763,,,,,,
45,,Incr. via Promontore,,45.498875,12.218212,,,,,,
46,,Incr. via Arsa,,45.496555,12.219270,,,,,,
48,,Incr. via Da Todi,,45.496693,12.185061,,,,,,
49,,Incr. via Euganea,,45.495415,12.190179,,,,,,
50,,Incr.v.M.di Marzabotto,,45.494133,12.195601,,,,,,
51,,Incr.v.Card.Trevisanato,,45.493317,12.201032,,,,,,
52,,Istituto Volta,,45.492882,12.207755,,,,,,
53,,Istituto Liceo Morin,,45.493092,12.213739,,,,,,
54,,Incr. via Pirano,,45.495014,12.217248,,,,,,
55,,Incr. via Volpi,,45.494244,12.219485,,,,,,
4540,,Incr. via S.Gallo,,45.398212,12.358964,,,,,,
4541,,Incr. via S.Gallo,,45.398247,12.359227,,,,,,
4542,,Stabilimento Sorriso,,45.398521,12.361918,,,,,,
4543,,Stabilimento Sorriso,,45.398190,12.361495,,,,,,
4544,,Stabilimento Miramare,,45.400845,12.363631,,,,,,
4545,,Stabilimento Miramare,,45.400513,12.363163,,,,,,
4548,,Fronte Mostra del Cinema,,45.405384,12.367559,,,,,,
4549,,Lion's Bar,,45.404995,12.366851,,,,,,
4550,,Incr. via 4 Fontane,,45.408398,12.370925,,,,,,
4551,,Incr.via 4 Fontane,,45.407921,12.370271,,,,,,
4552,,Consorzio Alberghi,,45.411606,12.373806,,,,,,
4553,,Consorzio Alberghi,,45.411327,12.373337,,,,,,
4554,,Hotel Des Bains,,45.413883,12.375796,,,,,,
4555,,Hotel Des Bains,,45.413788,12.375510,,,,,,
4556,,Galoppatoio,,45.397747,12.357951,,,,,,
4557,,Galoppatoio,,45.397907,12.358381,,,,,,
4558,,Canottieri Diadora,,45.396366,12.356903,,,,,,
4559,,Canottieri Diadora,,45.396755,12.357453,,,,,,
4560,,Incr. via dei Giunta,,45.394646,12.355569,,,,,,
4561,,Incr. via dei Giunta,,45.394848,12.356008,,,,,,
4562,,Chiesa S. Ignazio,,45.392471,12.353857,,,,,,
4563,,Incr. via Fuga,,45.392597,12.354213,,,,,,
4564,,Scuola Materna,,45.389816,12.352042,,,,,,
4565,,Vigili del Fuoco,,45.385475,12.348263,,,,,,
4566,,Vigili del Fuoco,,45.385792,12.348770,,,,,,
4567,,Incr. via Alvisopoli,,45.382938,12.346194,,,,,,
4568,,Incr. via Alvisopoli,,45.383129,12.346588,,,,,,
4569,,Incr. via Parri,,45.379070,12.342971,,,,,,
4570,,Incr. via Parri,,45.379635,12.343730,,,,,,
4571,,Incr. via Bassanello,,45.374229,12.338304,,,,,,
4572,,Incr. via Bassanello,,45.374283,12.338650,,,,,,
4573,,Malamocco centro,,45.371658,12.336782,,,,,,
4575,,Malamocco centro,,45.372002,12.336955,,,,,,
4576,,Canada,,45.366581,12.335270,,,,,,
4577,,Canada,,45.366680,12.335499,,,,,,
4578,,Civico 40,,45.360973,12.332125,,,,,,
4579,,Civico 41,,45.361156,12.332352,,,,,,
4580,,Colonia Morosini,,45.358440,12.329723,,,,,,
4581,,Colonia Morosini,,45.358528,12.329983,,,,,,
4582,,IRCCS S.Camillo,,45.354595,12.326283,,,,,,
4583,,IRCCS S.Camillo,,45.354729,12.326589,,,,,,
4584,,Stella Maris,,45.352135,12.324331,,,,,,
4585,,Stella Maris,,45.352306,12.324622,,,,,,
4586,,via Ca' Rossa,,45.348988,12.319267,,,,,,
4587,,via Ca' Rossa,,45.348858,12.319654,,,,,,
4588,,Imbarco Ferry,,45.341656,12.309396,,,,,,
4589,,"Alberoni ""Chiesa""",,45.347122,12.317904,,,,,,
4590,,"Alberoni ""Chiesa""",,45.347221,12.318443,,,,,,
4591,,Golf Club,,45.345154,12.315077,,,,,,
4592,,Golf Club,,45.345154,12.315342,,,,,,
4593,,Sbarco Ferry,,45.341427,12.309233,,,,,,
4594,,Faro Rocchetta,,45.340984,12.309658,,,,,,
4595,,S. Maria Del Mare,,45.332634,12.317971,,,,,,
4596,,S. Maria Del Mare,,45.332775,12.317962,,,,,,
4597,,Belvedere,,45.323174,12.320036,,,,,,
4598,,Belvedere,,45.323395,12.320398,,,,,,
4599,,Di Botta,,45.318851,12.317818,,,,,,
4600,,Di Botta,,45.319019,12.318080,,,,,,
4601,,S. Pietro In Volta,,45.315151,12.315881,,,,,,
4602,,S. Pietro In Volta,,45.315346,12.316140,,,,,,
4603,,Incr. via Cimitero,,45.312630,12.314828,,,,,,
4604,,Incr. via Cimitero,,45.312805,12.315086,,,,,,
4605,,Porto Secco,,45.310135,12.313874,,,,,,
4606,,Porto Secco,,45.310356,12.314203,,,,,,
4607,,Localita' Mara,,45.301357,12.310891,,,,,,
4608,,Localita' Mara,,45.301598,12.311175,,,,,,
4609,,Vasche,,45.297134,12.309291,,,,,,
4610,,Vasche,,45.297485,12.309616,,,,,,
4611,,Ex Macello,,45.291706,12.307240,,,,,,
4612,,Ex Macello,,45.291866,12.307470,,,,,,
4613,,Piovini,,45.286125,12.305267,,,,,,
4614,,Piovini,,45.286110,12.305382,,,,,,
4615,,S. Antonio,,45.282776,12.304142,,,,,,
4616,,S. Antonio,,45.282990,12.304363,,,,,,
4617,,Brasiola,,45.276466,12.302516,,,,,,
4618,,Brasiola,,45.276733,12.302714,,,,,,
4619,,Scuola Elementare,,45.272434,12.301868,,,,,,
4620,,Scuola Elementare,,45.272522,12.302050,,,,,,
4621,,La Rosa - Pellestrina,,45.269348,12.301552,,,,,,
4622,,La Rosa - Pellestrina,,45.269569,12.301716,,,,,,
4623,,Campo Stella,,45.267014,12.301580,,,,,,
4624,,Campo Stella,,45.267094,12.301757,,,,,,
56,,Incr. via Calucci,,45.492317,12.218108,,,,,,
59,,Trivignano,,45.529861,12.187586,,,,,,
60,,Incr. via Pitagora,,45.532616,12.190147,,,,,,
62,,Civico 51 (v.Mulino),,45.530472,12.152471,,,,,,
72,,Marocco Concess. Moto,,45.535069,12.239353,,,,,,
73,,Incr. via Nigra,,45.531178,12.239065,,,,,,
74,,Piscina,,45.527187,12.238905,,,,,,
75,,Favorita,,45.525158,12.238755,,,,,,
76,,Incr. via Terraglietto,,45.518272,12.238475,,,,,,
77,,Villa Salus,,45.512653,12.238397,,,,,,
78,,Incr. via Borgo Pezzana,,45.508953,12.238290,,,,,,
79,,Caserma Matter,,45.505276,12.238008,,,,,,
80,,Incr. via Teano,,45.501915,12.237705,,,,,,
81,,Giardini,,45.496521,12.238945,,,,,,
82,,Incr. via Terraglio,,45.497940,12.238046,,,,,,
83,,Incr. via Trento,,45.542355,12.154250,,,,,,
84,,P.tta G. Bruno,,45.495522,12.242358,,,,,,
85,,Incr. via Fapanni,,45.494034,12.245131,,,,,,
86,,Parco del Picchio,,45.490799,12.215764,,,,,,
87,,Fabbr. Kelemata,,45.539501,12.174917,,,,,,
88,,Incr. via Pree,,45.535965,12.178203,,,,,,
89,,Incr. via Botticelli,,45.532768,12.182796,,,,,,
90,,Trivignano (v.Ca'Lin),,45.529789,12.187010,,,,,,
91,,Incr. via della Chiesa,,45.527706,12.189939,,,,,,
92,,Incr. via Gozzoli,,45.525539,12.192647,,,,,,
93,,Incr.via Lotto,,45.523518,12.196058,,,,,,
94,,Incr. via Parolari,,45.517891,12.202751,,,,,,
95,,Zelarino Municipio,,45.514671,12.208453,,,,,,
96,,Zelarino Chiesa,,45.512878,12.211243,,,,,,
97,,Incr. via Carpaccio,,45.511192,12.214010,,,,,,
98,,Incr. Vicolo Marzenego,,45.507244,12.217476,,,,,,
99,,Incr.v.Bellotto Nazareth,,45.503277,12.221347,,,,,,
100,,Sanitaria,,45.497608,12.236824,,,,,,
101,,"Incr.v.Ciardi,Cipressina",,45.500145,12.226766,,,,,,
102,,Fornace,,45.540985,12.171627,,,,,,
103,,Incr. via Verdi,,45.492313,12.236085,,,,,,
104,,Piscina CONI,,45.495022,12.236192,,,,,,
106,,Civico 105 (villa Volpi),,45.537338,12.239683,,,,,,
107,,Incr. via Marignana,,45.542118,12.236774,,,,,,
4,,Poste,,45.479931,12.250430,,,,,,
108,,Incr. via Rimini,,45.549122,12.234721,,,,,,
109,,Incr. via Ronzinella,,45.554222,12.234392,,,,,,
110,,Gaggio  (bar Canton),,45.552441,12.311153,,,,,,
112,,S. Liberale  (edicola),,45.548645,12.339005,,,,,,
113,,Impianti Sportivi,,45.556240,12.304235,,,,,,
114,,Cavalcavia Autostrada,,45.557877,12.310274,,,,,,
115,,Bretella,,45.497013,12.239977,,,,,,
116,,Incr. via Giuliani,,45.496338,12.240108,,,,,,
117,,Ist.Gritti - Capolinea,,45.488987,12.268089,,,,,,
119,,Incr. via Piave,,45.492130,12.235237,,,,,,
121,,Civico 249,,45.502048,12.324718,,,,,,
122,,Mazzocco Chiesa,,45.553127,12.267524,,,,,,
123,,Incr. via Favignana,,45.502522,12.211166,,,,,,
124,,Incr. via Favignana,,45.502518,12.210953,,,,,,
126,,bivio via Dello Sport,,45.558353,12.303520,,,,,,
127,,Marcon  (via Giorgione),,45.555752,12.298777,,,,,,
128,,Marcon  (via Filzi),,45.559731,12.298864,,,,,,
129,,Marcon - Capolinea,,45.565342,12.302382,,,,,,
130,,Marcon (centro civico),,45.563408,12.299097,,,,,,
131,,Marcon (municipio),,45.554283,12.299557,,,,,,
132,,Incr. via dello Sport,,45.553291,12.301924,,,,,,
133,,Valecenter  (Zanchetta),,45.545975,12.307516,,,,,,
134,,Valecenter - Capolinea,,45.543839,12.303542,,,,,,
135,,S. Liberale - Capolinea,,45.548214,12.341940,,,,,,
136,,Incr.via F.Bandiera,,45.475937,12.234007,,,,,,
137,,Salamonio,,45.465378,12.214232,,,,,,
139,,Gaggio  (cimitero),,45.553646,12.318727,,,,,,
140,,Gaggio Centro,,45.552032,12.316423,,,,,,
141,,Gaggio Civico 61-v.Fermi,,45.552219,12.313458,,,,,,
142,,Incr. v.Lazzari,,45.493111,12.245894,,,,,,
143,,Toys,,45.548717,12.309044,,,,,,
144,,Istituto Volta - Cap.7L,,45.492569,12.208012,,,,,,
150,,Malcontenta (Bar),,45.442852,12.196785,,,,,,
151,,Incr. via del Mosto,,45.493240,12.271802,,,,,,
152,,Incr. via del Mosto,,45.493298,12.271280,,,,,,
153,,Incr. via Mutinelli,,45.490932,12.276073,,,,,,
154,,Incr. via Mutinelli,,45.490681,12.276133,,,,,,
156,,Mattuglie - Capolinea,,45.491013,12.212483,,,,,,
157,,Incr. via Perlan,,45.490734,12.212386,,,,,,
160,,Civico 59,,45.508968,12.262542,,,,,,
4625,,Imbarco per Chioggia,,45.262520,12.300159,,,,,,
4628,,S.Maria Elisabetta,,45.416740,12.369318,,,,,,
4629,,Scuole Pisani - Gabelli,,45.413021,12.367312,,,,,,
4630,,Scuole Pisani - Gabelli,,45.413223,12.367537,,,,,,
4631,,Scuola Giovanni XXIII,,45.387493,12.350146,,,,,,
4632,,Scuola Giovanni XXIII,,45.387360,12.349788,,,,,,
4633,,Scuola Penzo,,45.370167,12.337010,,,,,,
4634,,Scuola Penzo,,45.369865,12.336820,,,,,,
4635,,Ospedale al Mare,,45.423042,12.384836,,,,,,
4638,,Campo Tre Rose,,45.264511,12.301018,,,,,,
4639,,Campo Tre Rose,,45.264614,12.301230,,,,,,
4640,,Alberoni Spiaggia,,45.347214,12.326027,,,,,,
4641,,SME 1,,45.417595,12.368995,,,,,,
4644,,Fronte civico 1,,45.419361,12.380493,,,,,,
4645,,Spiaggia S.Nicolo',,45.426788,12.390896,,,,,,
4646,,Spiaggia Militare,,45.425156,12.387660,,,,,,
4647,,Incr. via Giolito,,45.389694,12.351628,,,,,,
4650,,Nigi,,45.572189,12.235341,,,,,,
4651,,Nigi,,45.572418,12.234817,,,,,,
4652,,Ferrovia (v.Ca'Marcello),,45.580383,12.228699,,,,,,
4653,,Ferrovia (v.Ca'Marcello),,45.580006,12.228727,,,,,,
4654,,Supermercato,,45.058079,12.059772,,,,,,
4655,,Supermercato,,45.058132,12.059364,,,,,,
4656,,Adria FS,,45.060417,12.052422,,,,,,
4657,,Civico 82/D (Capitello),,45.534691,12.146888,,,,,,
4658,,Civico 83 (Capitello),,45.535038,12.146359,,,,,,
4661,,Campo Sportivo-Portosecco,,45.305878,12.312383,,,,,,
4662,,Campo Sportivo-Portosecco,,45.306084,12.312571,,,,,,
4666,,Rottanova (dopo ponte),,45.146824,12.010578,,,,,,
4667,,Rottanova (dopo ponte),,45.146545,12.010442,,,,,,
4668,,Civico 26-28,,45.179379,12.012508,,,,,,
4669,,Civico 26-28,,45.179390,12.012841,,,,,,
4675,,P.le Cialdini,,45.493824,12.245894,,,,,,
4676,,Cantiere Dalla Pieta',,45.427086,12.255319,,,,,,
4677,,Cantiere Dalla Pieta',,45.427200,12.255122,,,,,,
4679,,Stazione di Ballo',,45.453373,12.071847,,,,,,
4680,,Scuole,,45.426968,12.077444,,,,,,
4681,,Stadio,,45.428810,12.074663,,,,,,
4686,,Parcheggio,,45.489689,12.106085,,,,,,
